Id,SalePrice
1788,60000
1789,147500
1790,142125
1791,147500
1792,147500
1793,147500
1794,142125
1795,147500
1796,147500
1797,177500
1798,142125
1799,147500
1800,147500
1801,147500
1802,266500
1803,147500
1804,147500
1805,147500
1806,142125
1807,147500
1808,112000
1809,142125
1810,147500
1811,142125
1812,147500
1813,142125
1814,142125
1815,60000
1816,142125
1817,147500
1818,266500
1819,266500
1820,147500
1821,105000
1822,266500
1823,147500
1824,121000
1825,142125
1826,142125
1827,142125
1828,142125
1829,142125
1830,147500
1831,266500
1832,147500
1833,147500
1834,266500
1835,266500
1836,147500
1837,147500
1838,147500
1839,142125
1840,175000
1841,142125
1842,142125
1843,147500
1844,175000
1845,147500
1846,147500
1847,147500
1848,60000
1849,147500
1850,142125
1851,147500
1852,142125
1853,175000
1854,210000
1855,210000
1856,210000
1857,112000
1858,142125
1859,142125
1860,142125
1861,142125
1862,185000
1863,185000
1864,185000
1865,210000
1866,287090
1867,287090
1868,287090
1869,185000
1870,287090
1871,210000
1872,210000
1873,210000
1874,142125
1875,185000
1876,175000
1877,210000
1878,210000
1879,142125
1880,142125
1881,210000
1882,210000
1883,185000
1884,175000
1885,210000
1886,210000
1887,210000
1888,287090
1889,210000
1890,147500
1891,145000
1892,142125
1893,147500
1894,147500
1895,147500
1896,142125
1897,147500
1898,147500
1899,142125
1900,266500
1901,147500
1902,147500
1903,266500
1904,142125
1905,147500
1906,142125
1907,147500
1908,124000
1909,124000
1910,151000
1911,147500
1912,266500
1913,147500
1914,147500
1915,392500
1916,60000
1917,210000
1918,142125
1919,147500
1920,210000
1921,287090
1922,287090
1923,210000
1924,210000
1925,210000
1926,210000
1927,147500
1928,142125
1929,142125
1930,142125
1931,175000
1932,142125
1933,147500
1934,175000
1935,175000
1936,175000
1937,175000
1938,142125
1939,175000
1940,175000
1941,175000
1942,175000
1943,175000
1944,175000
1945,185000
1946,147500
1947,175000
1948,160000
1949,175000
1950,210000
1951,142125
1952,210000
1953,175000
1954,210000
1955,147500
1956,175000
1957,175000
1958,175000
1959,142125
1960,142125
1961,142125
1962,175000
1963,147500
1964,92000
1965,175000
1966,175000
1967,266500
1968,84500
1969,84500
1970,185000
1971,175000
1972,175000
1973,175000
1974,266500
1975,266500
1976,266500
1977,175000
1978,266500
1979,367294
1980,266500
1981,266500
1982,175000
1983,175000
1984,185000
1985,175000
1986,175000
1987,175000
1988,175000
1989,175000
1990,175000
1991,185000
1992,175000
1993,175000
1994,175000
1995,175000
1996,175000
1997,175000
1998,175000
1999,175000
2000,175000
2001,266500
2002,175000
2003,175000
2004,287090
2005,185000
2006,266500
2007,287090
2008,266500
2009,175000
2010,175000
2011,175000
2012,175000
2013,175000
2014,175000
2015,194500
2016,175000
2017,210000
2018,147500
2019,142125
2020,92000
2021,147500
2022,84500
2023,147500
2024,175000
2025,210000
2026,266500
2027,175000
2028,266500
2029,175000
2030,175000
2031,175000
2032,175000
2033,175000
2034,160000
2035,175000
2036,174000
2037,174000
2038,175000
2039,175000
2040,175000
2041,266500
2042,175000
2043,147500
2044,147500
2045,147500
2046,147500
2047,147500
2048,142125
2049,147500
2050,147500
2051,147500
2052,147500
2053,142125
2054,142125
2055,147500
2056,142125
2057,147500
2058,175000
2059,147500
2060,142125
2061,147500
2062,147500
2063,147500
2064,147500
2065,147500
2066,147500
2067,147500
2068,147500
2069,147500
2070,147500
2071,142125
2072,147500
2073,147500
2074,266500
2075,147500
2076,142125
2077,147500
2078,147500
2079,147500
2080,175000
2081,175000
2082,147500
2083,147500
2084,142125
2085,147500
2086,147000
2087,142125
2088,266500
2089,147500
2090,266500
2091,112000
2092,142125
2093,147500
2094,266500
2095,147500
2096,147500
2097,142125
2098,147500
2099,60000
2100,142125
2101,142125
2102,147500
2103,112000
2104,147500
2105,142125
2106,147500
2107,266500
2108,147500
2109,142125
2110,142125
2111,147500
2112,147500
2113,142125
2114,266500
2115,175000
2116,142125
2117,142125
2118,175000
2119,175000
2120,142125
2121,147500
2122,34900
2123,142125
2124,147500
2125,147500
2126,266500
2127,142125
2128,175000
2129,175000
2130,147500
2131,147500
2132,112000
2133,175000
2134,175000
2135,142125
2136,147500
2137,142125
2138,147500
2139,175000
2140,142125
2141,175000
2142,147500
2143,112000
2144,147500
2145,142125
2146,147500
2147,147500
2148,142125
2149,147500
2150,210000
2151,147500
2152,147000
2153,147500
2154,142125
2155,175000
2156,175000
2157,147500
2158,185000
2159,266500
2160,175000
2161,175000
2162,314813
2163,147500
2164,175000
2165,147500
2166,142125
2167,175000
2168,175000
2169,175000
2170,266500
2171,142125
2172,142125
2173,142125
2174,175000
2175,175000
2176,175000
2177,175000
2178,175000
2179,136500
2180,175000
2181,185000
2182,175000
2183,185000
2184,147500
2185,142125
2186,175000
2187,142125
2188,175000
2189,147500
2190,90000
2191,90000
2192,142125
2193,112000
2194,142125
2195,147500
2196,142125
2197,142125
2198,140000
2199,175000
2200,266500
2201,142125
2202,266500
2203,147500
2204,147500
2205,147500
2206,121000
2207,147500
2208,266500
2209,147500
2210,151000
2211,142125
2212,175000
2213,147500
2214,147500
2215,142125
2216,147500
2217,39300
2218,147500
2219,142125
2220,147500
2221,392500
2222,266500
2223,175000
2224,175000
2225,142125
2226,147500
2227,175000
2228,175000
2229,175000
2230,167500
2231,175000
2232,210000
2233,210000
2234,210000
2235,185000
2236,266500
2237,185000
2238,266500
2239,147000
2240,175000
2241,147500
2242,175000
2243,175000
2244,142125
2245,91000
2246,147500
2247,142125
2248,142125
2249,142125
2250,210000
2251,160000
2252,147500
2253,175000
2254,175000
2255,175000
2256,175000
2257,175000
2258,175000
2259,175000
2260,147500
2261,175000
2262,175000
2263,175000
2264,314813
2265,142125
2266,175000
2267,266500
2268,185000
2269,175000
2270,175000
2271,210000
2272,175000
2273,210000
2274,210000
2275,147500
2276,175000
2277,175000
2278,142125
2279,142125
2280,147500
2281,175000
2282,175000
2283,175000
2284,92000
2285,175000
2286,142125
2287,84500
2288,175000
2289,185000
2290,185000
2291,175000
2292,84500
2293,185000
2294,175000
2295,175000
2296,184750
2297,175000
2298,84500
2299,175000
2300,175000
2301,175000
2302,175000
2303,175000
2304,175000
2305,175000
2306,175000
2307,175000
2308,266500
2309,175000
2310,175000
2311,175000
2312,175000
2313,175000
2314,175000
2315,175000
2316,175000
2317,175000
2318,175000
2319,175000
2320,185000
2321,185000
2322,185000
2323,175000
2324,210000
2325,175000
2326,185000
2327,175000
2328,175000
2329,175000
2330,175000
2331,175000
2332,175000
2333,210000
2334,175000
2335,240000
2336,175000
2337,185000
2338,84500
2339,175000
2340,185000
2341,185000
2342,185000
2343,175000
2344,175000
2345,175000
2346,185000
2347,266500
2348,185000
2349,167500
2350,185000
2351,175000
2352,266500
2353,175000
2354,175000
2355,185000
2356,142125
2357,185000
2358,175000
2359,175000
2360,142125
2361,147500
2362,175000
2363,142125
2364,142125
2365,266500
2366,175000
2367,175000
2368,175000
2369,175000
2370,175000
2371,175000
2372,185000
2373,175000
2374,175000
2375,175000
2376,210000
2377,210000
2378,147500
2379,175000
2380,129000
2381,179900
2382,250000
2383,210000
2384,210000
2385,147500
2386,147500
2387,142125
2388,147500
2389,147500
2390,147500
2391,147500
2392,147500
2393,147500
2394,147500
2395,175000
2396,147500
2397,142125
2398,142125
2399,147500
2400,122900
2401,142125
2402,147500
2403,142125
2404,147500
2405,147500
2406,145000
2407,142125
2408,142125
2409,147500
2410,147500
2411,147500
2412,147500
2413,147500
2414,142125
2415,142125
2416,147500
2417,175000
2418,142125
2419,142125
2420,147500
2421,147500
2422,147500
2423,112000
2424,142125
2425,147000
2426,142125
2427,142125
2428,266500
2429,147500
2430,147500
2431,147500
2432,142125
2433,142125
2434,142125
2435,147500
2436,147500
2437,147500
2438,142125
2439,142125
2440,175000
2441,147500
2442,142125
2443,142125
2444,112000
2445,147500
2446,147500
2447,266500
2448,147500
2449,147500
2450,142125
2451,142125
2452,266500
2453,142125
2454,147500
2455,142125
2456,147500
2457,142125
2458,175000
2459,142125
2460,147500
2461,142125
2462,142125
2463,142125
2464,266500
2465,175000
2466,142125
2467,266500
2468,147500
2469,147500
2470,147500
2471,266500
2472,147500
2473,55000
2474,147500
2475,266500
2476,142125
2477,147500
2478,142125
2479,147500
2480,142125
2481,147500
2482,142125
2483,147500
2484,142125
2485,142125
2486,142125
2487,112000
2488,175000
2489,142125
2490,142125
2491,142125
2492,175000
2493,142125
2494,147500
2495,147500
2496,147500
2497,147500
2498,142125
2499,142125
2500,175000
2501,142125
2502,142125
2503,142125
2504,175000
2505,175000
2506,185000
2507,175000
2508,185000
2509,210000
2510,175000
2511,185000
2512,185000
2513,175000
2514,147500
2515,142125
2516,175000
2517,142125
2518,142125
2519,175000
2520,175000
2521,175000
2522,175000
2523,142125
2524,142125
2525,142125
2526,142125
2527,142125
2528,142125
2529,142125
2530,142125
2531,175000
2532,175000
2533,175000
2534,175000
2535,175000
2536,175000
2537,175000
2538,175000
2539,185000
2540,175000
2541,175000
2542,175000
2543,147500
2544,147500
2545,147500
2546,147500
2547,175000
2548,175000
2549,175000
2550,184750
2551,175000
2552,142125
2553,147500
2554,142125
2555,142125
2556,142125
2557,142125
2558,256000
2559,142125
2560,142125
2561,266500
2562,147500
2563,175000
2564,142125
2565,147500
2566,175000
2567,90000
2568,147500
2569,147500
2570,151000
2571,142125
2572,175000
2573,147500
2574,175000
2575,175000
2576,142125
2577,142125
2578,142125
2579,147500
2580,142125
2581,120000
2582,142125
2583,185000
2584,175000
2585,142125
2586,175000
2587,175000
2588,175000
2589,175000
2590,175000
2591,147500
2592,175000
2593,185000
2594,142125
2595,175000
2596,210000
2597,175000
2598,175000
2599,175000
2600,147500
2601,175000
2602,92000
2603,92000
2604,92000
2605,92000
2606,142125
2607,147500
2608,147500
2609,142125
2610,142125
2611,147500
2612,142125
2613,142125
2614,142125
2615,147500
2616,147500
2617,147500
2618,147500
2619,147500
2620,175000
2621,175000
2622,175000
2623,175000
2624,175000
2625,266500
2626,175000
2627,175000
2628,175000
2629,175000
2630,175000
2631,84500
2632,84500
2633,175000
2634,84500
2635,175000
2636,210000
2637,142125
2638,175000
2639,175000
2640,147500
2641,147500
2642,175000
2643,92000
2644,92000
2645,83000
2646,83000
2647,83000
2648,175000
2649,142125
2650,175000
2651,175000
2652,175000
2653,84500
2654,185000
2655,266500
2656,84500
2657,175000
2658,84500
2659,185000
2660,175000
2661,84500
2662,84500
2663,175000
2664,266500
2665,266500
2666,266500
2667,175000
2668,175000
2669,84500
2670,175000
2671,185000
2672,185000
2673,175000
2674,175000
2675,175000
2676,175000
2677,175000
2678,175000
2679,210000
2680,175000
2681,175000
2682,290000
2683,333168
2684,175000
2685,175000
2686,210000
2687,185000
2688,185000
2689,185000
2690,185000
2691,175000
2692,145000
2693,185000
2694,175000
2695,175000
2696,175000
2697,175000
2698,250000
2699,175000
2700,175000
2701,175000
2702,147500
2703,175000
2704,142125
2705,147500
2706,147500
2707,147500
2708,147500
2709,142125
2710,142125
2711,181000
2712,210000
2713,266500
2714,266500
2715,175000
2716,266500
2717,175000
2718,185000
2719,147500
2720,147500
2721,147500
2722,147500
2723,142125
2724,142125
2725,147500
2726,147500
2727,266500
2728,147500
2729,147500
2730,147500
2731,142125
2732,147500
2733,142125
2734,147500
2735,147500
2736,147500
2737,147500
2738,92000
2739,147500
2740,147500
2741,147500
2742,147500
2743,147500
2744,147500
2745,142125
2746,147500
2747,147500
2748,142125
2749,142125
2750,147500
2751,142125
2752,147500
2753,142125
2754,147500
2755,147500
2756,142125
2757,147500
2758,142125
2759,147500
2760,105000
2761,147500
2762,147500
2763,147500
2764,147500
2765,266500
2766,147500
2767,142125
2768,147500
2769,147500
2770,140000
2771,147500
2772,125000
2773,112000
2774,147500
2775,142125
2776,112000
2777,147500
2778,157000
2779,92000
2780,147500
2781,147500
2782,142125
2783,125500
2784,92000
2785,147500
2786,147500
2787,147500
2788,147500
2789,266500
2790,123000
2791,147500
2792,105000
2793,266500
2794,147500
2795,142125
2796,147500
2797,147500
2798,147500
2799,112000
2800,142125
2801,147500
2802,147500
2803,147500
2804,147500
2805,142125
2806,147500
2807,185000
2808,147500
2809,147500
2810,147500
2811,147500
2812,175000
2813,142125
2814,142125
2815,147500
2816,147500
2817,147500
2818,147500
2819,175000
2820,147500
2821,147500
2822,147500
2823,147500
2824,147500
2825,147500
2826,142125
2827,147500
2828,175000
2829,175000
2830,175000
2831,185000
2832,84500
2833,210000
2834,84500
2835,185000
2836,175000
2837,147500
2838,142125
2839,175000
2840,175000
2841,175000
2842,175000
2843,175000
2844,175000
2845,147500
2846,175000
2847,175000
2848,175000
2849,175000
2850,175000
2851,175000
2852,84500
2853,175000
2854,175000
2855,185000
2856,175000
2857,175000
2858,185000
2859,112000
2860,142125
2861,147500
2862,175000
2863,210000
2864,175000
2865,175000
2866,130000
2867,142125
2868,147500
2869,147500
2870,147500
2871,147500
2872,60000
2873,112000
2874,147500
2875,175000
2876,266500
2877,147500
2878,147500
2879,147500
2880,147500
2881,147500
2882,147500
2883,147500
2884,266500
2885,147500
2886,147500
2887,142125
2888,147500
2889,147500
2890,142125
2891,147500
2892,147500
2893,92000
2894,147500
2895,266500
2896,185000
2897,175000
2898,175000
2899,266500
2900,175000
2901,147500
2902,185000
2903,185000
2904,185000
2905,39300
2906,185000
2907,92000
2908,142125
2909,147500
2910,80000
2911,92000
2912,142125
2913,92000
2914,92000
2915,92000
2916,92000
2917,142125
2918,175000
2919,175000
